Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1654618488747927552,0.864939094,1.142304182,-0.053999491
1654618488757859328,0.926621139,0.74555552,0.004465052
1654618488767790336,0.842763245,0.512143076,0.027373031
1654618488777722368,0.417571932,0.458620131,0.033716619
1654618488787654400,0.093793586,0.359465599,0.073503979
1654618488797586432,-0.179145619,0.249445215,0.069403008
1654618488807518464,-0.411649168,0.147748962,0.100787289
1654618488817450496,-0.483652026,0.044186264,0.130163819
1654618488827382272,-0.421122879,-0.094556168,0.171282485
1654618488837314304,-0.255651921,-0.251964122,0.223986775
1654618488847245568,-0.07095395,-0.400020957,0.285321772
1654618488857177600,0.019535596,-0.529658377,0.293347389
1654618488867109376,-0.044554442,-0.656135082,0.224067926
1654618488877040384,-0.219747901,-0.767500341,0.100027829
1654618488886972416,-0.418785363,-0.8139925,-0.02718978
1654618488896904448,-0.576507211,-0.811528206,-0.129236877
1654618488906836480,-0.669165254,-0.74458003,-0.313713253
1654618488916767232,-0.720715642,-0.552160084,-0.231681675
1654618488926699520,-0.763503313,-0.19451806,-0.141761094
1654618488936631552,-0.844193637,0.065990232,-0.047507837
1654618488946563584,-0.974148154,0.142331868,-0.054923408
1654618488956494336,-1.087875366,-0.01138767,-0.109513901
1654618488966426368,-1.099983931,-0.475870103,-0.202540785
1654618488976358400,-0.994014442,-0.470174283,-0.421589583
1654618488986289408,-0.819996834,-0.137333214,-0.571073651
1654618488996221184,-0.52277559,0.443045646,-0.596704543
1654618489006153472,-0.135824174,0.961047769,-0.437266409
1654618489016085504,-0.297739327,1.337214231,-0.254710555
1654618489026016512,-0.896278679,1.107365251,-0.076368511
1654618489035948544,-1.864453316,0.548901498,0.245747209
1654618489045880320,-2.926282883,-0.205330744,0.563735545
1654618489055812352,-3.253813982,-0.73650384,0.592726409
1654618489065743360,-2.771895647,-1.359710455,0.534141123
1654618489075675392,-1.416064382,-0.9138574,0.153734237
1654618489085607424,-0.423538417,0.188400209,0.550078869
1654618489095538432,0.261194557,1.137934685,0.958024144
1654618489105470464,0.817700446,1.373754144,0.781701088
1654618489115402496,1.286775708,0.920338929,0.425478518
1654618489125334528,1.648352265,0.057006847,0.218538642
1654618489135265280,1.88943398,-0.483848423,0.066725314
1654618489145197312,2.014717579,-0.538791835,-0.155684322
1654618489155129344,1.957452297,-0.308316112,-0.34303692
1654618489165061376,1.706092238,0.069586463,-0.452551425
1654618489174992384,1.335093856,0.333246857,-0.578422368
1654618489184924416,1.016693711,0.459842891,-0.732429028
1654618489194856448,0.813486815,0.600217044,-0.868749499
1654618489204787456,0.664232373,0.760054112,-0.931520224
1654618489214719488,0.574981391,0.919327259,-0.930059731
1654618489224651264,0.651326001,1.041641116,-0.887362599
1654618489234583296,0.838122308,1.133678317,-0.890666068
1654618489244514560,0.999956965,1.105309248,-0.993142068
1654618489254446592,1.062613249,0.877172947,-1.113006473
1654618489264378368,1.018165112,0.481128633,-1.174424052
