Time (s),X (µT),Y (µT),Z (µT)
1654618490734273280,5.106216431,4.530090332,-30.04821777
1654618490744205312,4.86567688,4.35622406,-29.99603271
1654618490754137344,5.096450806,3.717048645,-29.62664795
1654618490764069376,4.992233276,3.652252197,-29.49768066
1654618490774000128,4.816665649,3.425064087,-29.42736816
1654618490783932160,4.718307495,3.425094604,-29.30200195
1654618490793864192,4.862747192,2.983383179,-28.95794678
1654618490803799552,4.941360474,2.827957153,-29.22302246
1654618490813730560,4.962615967,2.360794067,-28.21276855
1654618490823662592,5.205490112,2.283462524,-28.28851318
1654618490833594624,5.04196167,2.126617432,-28.09179688
1654618490843525632,5.280578613,2.088111877,-27.89782715
1654618490853457408,4.979019165,1.784912109,-27.74835205
1654618490863389440,5.379837036,1.740837097,-27.52960205
1654618490873321472,5.400741577,1.202430725,-26.79998779
1654618490883252736,5.504974365,0.958145142,-26.23913574
1654618490893184512,5.591369629,0.840232849,-26.11450195
1654618490903116544,5.683029175,0.973731995,-26.21765137
1654618490913048576,5.689102173,1.252090454,-26.38897705
1654618490922979584,5.400299072,1.196357727,-26.56689453
1654618490932911616,5.396591187,1.107292175,-26.48181152
1654618490942843392,5.402053833,1.091194153,-26.06842041
1654618490952775424,5.530181885,1.476509094,-26.64752197
1654618490962706688,5.466873169,1.680114746,-26.40826416
1654618490972638720,5.166549683,1.594429016,-26.62780762
1654618490982570752,5.216110229,1.459342957,-26.80163574
1654618490992502528,5.281845093,1.408866882,-26.87384033
1654618491002433536,5.187240601,1.398017883,-26.8996582
1654618491012365568,5.029342651,0.960319519,-26.62866211
1654618491022297600,5.003646851,1.221878052,-26.56616211
1654618491032229376,5.003646851,1.221878052,-26.56616211
1654618491042160384,4.927276611,1.558609009,-26.54986572
1654618491052092672,5.025604248,1.46812439,-26.84222412
1654618491062024704,5.319625854,1.798866272,-27.10528564
1654618491071956736,5.138458252,1.763397217,-26.6619873
1654618491081887488,5.127120972,1.640731812,-26.90270996
1654618491091819520,5.271194458,1.549629211,-27.22521973
1654618491101751552,5.355010986,1.651855469,-27.37310791
1654618491111683584,5.529251099,1.75553894,-27.08428955
1654618491121614336,5.714996338,1.966026306,-27.31622314
1654618491131546624,5.714996338,1.966026306,-27.31622314
1654618491141478656,5.95262146,2.209220886,-27.50152588
1654618491151409664,5.895584106,2.312812805,-27.58654785
1654618491161341440,6.188140869,2.508178711,-27.48907471
1654618491171273472,6.237411499,2.447525024,-27.52862549
1654618491181205504,6.449996948,2.658233643,-27.92712402
1654618491191136512,6.572402954,2.754592896,-27.88574219
1654618491201068544,6.429733276,2.882316589,-28.01837158
1654618491211000320,6.372421265,3.016738892,-28.5838623
1654618491220932608,6.313598633,3.88104248,-28.80395508
1654618491230863616,5.71673584,4.28993988,-29.09320068
1654618491240795648,5.311920166,4.813117981,-29.25848389
1654618491250727680,5.321151733,5.6146698,-29.43457031
1654618491260659456,5.109573364,6.127464294,-29.69793701
1654618491270590464,5.204330444,6.438240051,-29.02453613
1654618491280522496,5.09173584,6.70514679,-28.96673584
1654618491290454528,5.239959717,6.743515015,-29.10961914
1654618491300386304,5.128433228,6.417823792,-28.97991943
1654618491310317568,4.845779419,6.465232849,-29.43634033
1654618491320249600,4.525939941,6.46749115,-29.08569336
1654618491330181632,4.249069214,6.442863464,-28.84796143
1654618491340113664,4.15562439,6.049942017,-28.86279297
1654618491350044416,3.9581604,5.461502075,-28.95550537
1654618491359976448,3.99798584,4.917366028,-29.06591797
1654618491369908480,4.111495972,4.376708984,-28.55206299
1654618491379840512,4.17805481,4.06186676,-28.8762207
1654618491389771520,3.963104248,3.823928833,-28.84088135
1654618491399703552,3.831954956,3.722183228,-28.28442383
1654618491409635584,3.695541382,3.268440247,-28.42773438
1654618491419567616,3.579727173,3.110855103,-28.42199707
1654618491429498368,3.484634399,2.626754761,-28.51611328
1654618491439430400,3.518753052,2.387763977,-28.29504395
1654618491449362432,3.447860718,2.347633362,-28.39562988
1654618491459294464,3.148803711,2.310630798,-28.29968262
1654618491469225728,3.214096069,2.46749115,-28.14141846
1654618491479157504,3.0284729,2.498809814,-28.29754639
1654618491489089536,2.933227539,2.713577271,-27.93377686
1654618491499021568,2.687133789,2.835914612,-27.98828125
1654618491508952576,2.346801758,2.728141785,-28.28015137
