Time (s);Latitude (°);Longitude (°);Height (m);Velocity (m/s);Direction (°);Horizontal Accuracy (m);Vertical Accuracy (°)
86,01498437;52,31977906;4,950557333;2,007937377;4,363389573;249,358266;4,885751285;4,885751285
87,01497686;52,31975883;4,950488661;1,838316639;4,577663359;250,0299956;4,887612979;4,887612979
88,01496923;52,3197326;4,950427321;2,110926256;4,677100631;245,6791289;4,879477339;4,879477339
89,01496267;52,31970841;4,950364548;1,863693744;4,641767358;246,9497543;4,879787792;4,879787792
90,01495588;52,31967889;4,950292338;1,705221445;4,862605026;243,6572875;4,878421772;4,878421772
91,01494968;52,31965369;4,950227537;1,465080063;4,949790275;241,3284493;4,878095552;4,878095552
92,01494277;52,31963787;4,95015361;1,320946194;4,928398716;244,9374955;4,861544448;4,861544448
93,01493728;52,3196225;4,950091093;1,351665406;4,928737612;242,9066802;4,85309855;4,85309855
94,01493144;52,31959846;4,950027027;0,84493063;4,85584961;244,6702995;4,855119239;4,855119239
95,01492524;52,31957246;4,949963587;0,561915239;4,927966987;241,602178;4,853764884;4,853764884
96,01492035;52,31955706;4,949903674;0,251406503;4,581821295;244,0474195;4,859599265;4,859599265
97,01491427;52,31953118;4,94982419;1,044381713;5,245253903;243,4373916;4,851201597;4,851201597
98,01490903;52,31951636;4,949763331;0,851933302;4,692092673;246,8513567;4,850895232;4,850895232
99,01490355;52,31950048;4,949694869;1,357168583;5,10786518;241,4473851;4,851237243;4,851237243
100,0148983;52,3194935;4,949630568;1,259929129;4,706361974;247,3249578;4,846068817;4,846068817
101,0148932;52,31946983;4,949567083;0,769804445;4,98518051;241,9665321;4,838390024;4,838390024
102,0148888;52,3194563;4,949501585;0,744533272;4,969572144;247,6925442;4,845349116;4,845349116
103,0148833;52,31945563;4,94942896;0,178702621;4,836365939;261,4596036;4,84163846;4,84163846
104,0148786;52,31945754;4,949366544;-0,360919839;4,70388947;280,7603156;4,823596143;4,823596143
105,0148743;52,31945386;4,949308009;-1,184092123;4,724204723;289,6391708;4,808669389;4,808669389
106,0148695;52,31945228;4,949243111;-1,379670741;4,76753142;289,783431;4,798869524;4,798869524
107,0148649;52,31944401;4,949178622;-1,727133696;4,580635545;280,582055;4,797113552;4,797113552
108,0148598;52,31943734;4,949119988;-1,344503774;4,431429016;275,2202257;4,796573844;4,796573844
